"ID","Hired"
1607,0
878,0
4244,0
1396,0
4346,0
4524,0
3407,1
1429,0
2854,1
5419,0
947,0
3290,0
3354,0
2445,0
4406,1
1330,0
1879,0
5139,0
1393,0
4465,0
2545,0
4257,0
4200,0
1535,0
5327,0
3092,0
1929,0
1151,0
1274,0
3707,0
4679,0
3455,0
4712,1
1122,0
2943,0
1729,0
2672,0
5056,0
3910,1
4003,1
1468,0
5929,0
5260,0
841,0
1680,0
1914,0
5110,0
462,0
4969,0
3475,1
3635,0
1334,0
4812,0
2017,0
1661,0
1830,0
3350,0
5413,1
2629,1
1972,1
2074,0
185,0
161,0
2185,0
5438,0
2641,0
4177,0
4828,0
3960,1
3581,0
95,1
2107,0
1852,1
5428,0
976,0
5998,0
367,0
5747,0
2071,1
2201,0
1532,0
5853,1
1443,0
1231,0
1704,0
553,0
4521,0
2275,0
2525,0
4941,0
4293,0
5677,1
708,0
3465,1
1,1
3283,0
4504,1
4418,0
2163,0
3972,0
728,0
247,0
4971,0
2588,0
3568,0
3233,1
1368,0
3979,1
5504,1
5604,1
3918,0
4688,0
2458,0
74,0
3827,0
5606,0
4900,0
1105,0
1298,0
2233,0
651,0
3881,0
2158,1
2979,0
24,0
1724,0
5894,0
3449,0
4663,1
4519,0
4891,0
3693,0
2165,0
3930,0
3014,0
4280,0
4443,1
35,1
2942,0
3680,0
4292,0
3551,0
4953,0
36,0
1422,0
4682,1
4049,0
4994,0
110,0
1450,0
445,0
354,1
5634,1
2131,0
4202,0
4836,1
2891,0
4724,0
2875,0
1537,0
82,0
4307,0
2599,0
423,1
2929,0
127,0
186,0
5596,0
540,1
3048,0
749,0
4195,1
3235,0
4979,0
1056,0
2492,0
593,0
653,1
2111,1
3228,0
2460,0
5030,0
930,1
4632,1
2430,1
5625,0
3611,1
4872,0
3240,0
4108,0
5480,1
5341,0
3134,0
101,0
3270,0
4773,0
4936,0
3505,0
4710,1
765,0
1244,0
4076,0
5100,0
2553,0
1087,0
3922,0
69,0
4974,1
5269,1
1208,0
3101,0
4408,0
1664,0
4838,1
4154,0
1271,0
610,0
5969,0
1150,0
2526,1
3516,1
644,1
1888,0
5550,0
1776,0
3903,0
5956,0
237,0
1986,1
548,0
3885,0
2369,0
1456,0
826,1
3245,1
711,0
2164,0
3467,0
1637,0
4769,0
5013,0
1417,0
3905,0
3548,0
1896,0
1111,0
916,0
4409,0
233,0
1490,0
5807,0
2119,1
1658,0
3868,0
4644,0
1642,0
2271,0
2075,0
5403,0
1399,1
2646,0
1916,0
1705,0
1362,0
2612,1
1544,0
3583,0
2028,0
4939,0
674,1
5456,1
2678,0
1042,0
903,1
3694,0
822,1
577,0
1269,0
713,0
1716,0
3933,0
3441,1
4405,0
2355,0
4593,0
3447,1
1007,0
4452,0
5986,0
5326,0
4314,0
5159,0
4949,0
3359,0
2421,0
2112,0
4503,1
3575,0
5579,0
595,1
3324,0
4021,0
5738,1
5679,0
5856,0
3330,0
3488,0
1732,0
3300,0
126,1
4549,0
2004,0
4442,0
1783,0
3130,0
3337,0
3760,1
420,0
1441,1
2194,0
2417,0
609,0
2102,0
271,0
4639,0
972,1
4323,0
811,1
4542,1
5906,1
1355,0
2229,1
1528,0
3382,1
739,0
5216,0
4681,0
3814,0
772,0
5429,0
3147,1
4258,0
1503,0
2797,1
4801,1
4297,0
5378,0
1025,1
495,1
5212,0
4950,0
56,1
41,0
2866,0
5979,0
3687,0
2683,0
464,0
272,0
1562,0
5537,1
5600,0
1047,1
3129,0
4219,0
2418,0
4004,0
3524,1
3518,0
3142,0
4462,1
2578,0
1988,0
5591,0
2333,0
2161,0
2118,0
49,1
3870,1
562,0
2243,1
21,1
2909,0
5163,0
5331,0
5704,1
1882,0
4146,0
2498,1
234,1
3424,0
3193,0
1078,0
2886,0
2025,0
1811,0
4450,0
4683,0
183,1
3520,1
908,0
291,0
1088,0
5620,0
5076,0
4689,0
773,0
3365,1
729,0
4251,0
2328,1
3686,0
1098,0
1206,1
5745,0
4534,0
3394,0
2381,0
1674,0
3813,0
709,1
5202,0
3295,0
5569,0
4671,0
2864,0
5226,0
5740,0
1402,0
10,0
4751,1
4662,0
442,1
799,0
3329,0
2611,0
3016,0
1432,0
2689,0
3658,0
1394,0
5712,0
2644,0
3947,0
2543,0
2948,1
2207,0
443,0
2600,1
1034,0
808,0
1937,0
597,0
1250,0
3065,0
4879,0
2610,0
2851,1
2631,0
322,0
3207,0
1016,0
4993,0
1752,0
5395,0
3959,0
5587,0
5135,0
87,0
3360,0
4356,1
5503,1
280,0
5732,0
3573,0
4563,0
1322,0
5228,1
4392,0
3089,0
3432,0
4564,0
521,0
494,0
97,0
5062,0
4014,1
4116,0
3388,0
61,0
2651,1
328,0
612,0
564,0
5633,0
2405,0
3474,0
896,0
2564,0
5784,0
4100,0
1700,0
3305,0
2443,1
528,1
885,0
1690,1
806,1
163,0
4903,0
4573,0
2206,0
253,0
2980,0
4094,0
133,0
4518,1
2736,0
4298,0
5354,1
567,1
2475,0
1465,0
1084,1
1596,1
1284,1
1108,0
3183,1
4315,1
4586,1
429,1
3088,0
3343,0
744,0
1589,0
4308,0
314,0
2779,1
5270,1
3909,1
124,0
3799,1
5657,0
3098,0
3111,1
3495,1
1289,0
4609,1
1559,1
224,0
2064,1
273,1
1249,0
248,0
4120,0
5644,1
2556,0
5273,1
3202,0
3434,0
2486,0
5955,0
2808,0
4274,0
3811,1
4115,0
4148,0
4046,0
3861,0
3526,0
2817,0
5875,0
5353,1
5877,0
1848,0
194,0
2464,0
525,0
1949,0
203,0
950,0
3064,1
2180,0
2912,0
5727,0
3157,0
4640,0
1335,0
5623,0
1836,0
1693,0
1767,0
3795,0
2162,1
5096,1
5975,0
4402,0
1530,0
802,0
1397,0
3762,0
795,0
4306,0
348,0
1328,0
1236,0
5954,0
3941,0
689,0
1946,1
5001,0
2784,0
2416,1
5404,0
2898,0
1139,0
5557,0
1734,0
2478,0
918,0
2120,0
547,0
2010,0
836,0
4381,0
5482,0
2473,0
3586,0
5145,0
3215,0
1685,0
5883,0
5167,0
3236,0
3521,0
5355,0
3608,0
1491,0
3032,0
3280,0
2099,0
3816,0
1747,0
5151,0
2626,0
919,0
1809,0
2493,0
5938,0
4008,1
4498,0
5313,0
2559,1
3110,0
5583,0
2572,0
575,0
5619,0
2772,0
5629,0
2457,0
3528,0
4991,0
390,0
3485,0
5277,0
3020,0
1911,0
5845,0
2715,0
2455,0
3845,0
2260,0
1756,0
5953,0
4749,0
5361,0
3173,0
3846,0
975,0
2159,0
4013,0
410,1
4090,0
1423,0
4325,0
4123,1
4209,0
873,0
1407,0
3506,0
5193,0
5128,0
1428,0
3013,0
574,0
3170,0
2390,0
3081,0
2140,0
2994,1
4114,0
3673,0
5754,0
4491,1
5276,0
5089,0
2721,0
5211,0
929,0
1140,1
5463,0
2657,0
4852,0
4128,0
2732,0
5978,0
4541,0
2643,1
3698,0
5653,0
2049,0
4300,0
4894,0
387,0
4278,0
5984,0
3915,1
2306,0
1461,0
251,0
3287,0
1718,0
4731,0
1112,0
3606,0
5943,0
3806,0
5283,0
4954,0
3120,1
1050,0
3126,0
3558,0
5729,0
4488,0
3499,1
3840,1
2261,0
3986,0
3209,1
4628,0
2181,0
5513,0
139,0
1055,0
737,1
3476,0
3141,0
2512,0
2205,0
2238,1
924,0
5861,0
1818,0
4844,1
2281,1
2232,0
862,0
1880,0
3833,0
4948,1
1494,0
1455,0
4873,0
4692,0
1945,0
1285,0
5132,0
1968,0
460,0
5017,0
34,0
3818,1
2541,1
156,0
5913,0
5501,0
2761,0
2065,0
4570,0
4117,1
5576,0
2568,1
3894,0
4062,0
3444,0
2187,0
2947,0
3057,0
4754,0
5706,0
2392,0
2595,0
2565,1
2228,1
2662,0
4255,0
1159,0
3931,0
4763,0
3011,0
96,0
1363,1
2656,0
229,0
1751,0
1315,0
3617,0
5301,0
2810,0
3883,0
5161,0
4540,0
1891,0
44,0
195,0
4845,0
3237,0
90,0
5660,0
2883,0
5654,0
5085,0
4579,0
753,0
5006,0
672,0
5427,0
4532,0
5575,0
298,0
1773,0
2862,0
1390,1
1241,0
3377,1
4833,0
957,0
5346,0
1089,0
1020,0
1587,0
3878,0
909,0
295,0
1379,0
138,0
4099,0
73,0
4319,0
4105,0
2000,1
4287,0
3074,0
2897,0
4147,0
5711,0
2666,0
2280,0
5710,1
2519,0
311,1
148,0
5186,1
3422,0
3198,0
803,0
3223,0
3070,0
3288,0
391,1
315,0
4259,0
84,0
5379,1
3363,0
2634,0
4928,0
5719,0
5366,0
2873,0
1520,0
855,0
5759,0
2770,1
4104,1
5733,0
5966,0
1839,1
671,1
345,0
4716,0
1673,1
1446,0
2101,1
2316,0
2581,1
1278,1
337,0
1131,0
3308,0
1651,1
830,1
1953,1
2936,1
5164,0
2571,1
209,0
3189,0
154,0
5586,1
4616,1
4066,1
740,0
4133,0
2015,1
3477,0
2949,0
3519,0
26,1
5526,1
5374,1
3009,1
3787,0
4759,0
3082,0
3297,0
647,0
5484,0
2523,0
5448,0
4212,1
5818,0
3384,0
5317,1
4106,0
2027,0
3640,1
2040,0
5036,1
3773,0
3601,0
3632,1
2363,0
3430,0
2787,1
2748,1
2308,0
5372,1
710,1
5994,0
3796,0
829,0
1117,0
1460,0
1838,0
3100,0
4680,1
3268,1
2931,0
3332,1
2906,1
2968,1
942,0
98,1
5840,0
3426,0
784,0
3201,1
4705,0
381,0
507,1
4471,0
4036,1
3728,0
2819,1
991,1
2371,0
68,0
4175,1
2289,1
695,0
3892,0
891,1
2538,0
3127,0
5024,1
4207,0
4064,0
3857,0
2941,0
3027,0
5359,0
2409,0
2985,0
966,0
4771,0
5782,1
5086,0
5566,0
1220,0
1736,1
1962,1
534,0
104,1
1687,0
5916,1
3140,0
3463,0
1827,0
4351,1
484,0
661,0
4379,0
2915,0
2113,0
1770,1
5399,0
2293,0
3622,1
4248,0
5009,1
2847,0
3537,0
3759,0
5584,0
1320,0
3646,0
323,0
4691,0
2338,0
4623,0
3146,0
53,1
1048,0
2669,0
2424,0
2926,0
4977,0
4970,0
5847,0
4940,0
2143,0
1628,0
5642,1
1192,1
4931,1
5904,1
4619,0
2403,1
3895,0
1644,0
4441,1
4242,1
1063,0
2708,0
3298,1
4159,0
4924,1
5618,1
5601,1
4407,0
4602,0
1341,0
3515,0
5973,0
2210,0
5884,1
5285,0
3496,0
2414,1
2861,1
2109,1
707,1
3614,0
4919,0
5839,0
1484,0
1567,0
3964,1
875,1
4747,0
207,1
5122,1
541,0
2670,0
4576,1
5102,1
3668,0
2212,0
3577,0
5250,1
459,0
2896,1
2268,0
5093,0
5334,1
5716,0
4642,0
5104,0
2934,0
4723,1
277,0
2696,0
4220,0
628,0
4439,1
2593,0
3824,0
3703,1
3319,0
5507,0
2484,1
1204,0
5136,0
4063,0
5475,0
2190,0
3780,0
2382,0
4610,1
1542,0
4965,0
2903,0
3928,0
1004,0
4598,0
4068,0
3648,0
3906,0
608,1
1855,1
2720,1
4951,1
3425,0
5631,0
2346,0
1141,0
4696,0
2640,0
5897,0
4261,0
4143,1
986,1
3164,0
3867,0
5638,0
221,0
5295,0
1845,0
1312,0
4157,0
5724,0
5272,0
2092,1
5735,0
1624,1
2200,0
5125,0
5696,1
1174,0
5068,0
3736,0
1142,0
3541,0
1989,0
658,0
1703,0
293,0
5684,0
1245,0
2815,0
368,0
3148,0
114,0
3741,0
4331,0
446,0
4339,0
2694,0
4456,0
5348,0
332,0
1689,0
3112,0
3785,0
5352,0
2692,0
250,0
4558,0
3258,0
2642,0
4665,0
4697,0
2266,0
681,0
1900,0
2685,0
5730,0
1358,0
4429,0
2911,0
392,0
3234,1
5715,0
1630,0
1720,0
946,0
5060,0
2832,0
5453,0
2849,0
1663,0
2291,1
266,0
5129,1
5572,0
5833,0
4380,0
2520,0
1466,0
5081,0
2236,0
5351,0
2894,0
2100,0
781,0
1097,0
670,0
2974,0
2248,0
1522,0
5227,0
2741,0
1305,0
4855,0
4023,0
872,0
5646,0
1536,0
617,0
1436,0
2434,0
3700,0
1793,0
5788,0
684,0
4577,0
4625,0
2221,0
3589,0
1267,0
18,0
2433,0
1101,0
2245,0
4017,0
1821,0
3714,0
6000,0
3858,0
3754,0
3501,0
5462,0
3342,0
2304,0
2509,0
5079,0
4674,0
3093,0
486,0
1107,0
1813,0
2792,0
3535,0
5015,1
1057,0
178,0
814,0
5551,0
513,0
5879,0
5421,0
3167,0
1463,0
4463,0
1493,0
2251,0
2686,0
2972,0
4469,1
4829,1
4630,0
959,0
3150,0
3660,0
3734,0
3511,1
1413,0
1164,0
2044,1
1878,0
1387,0
3689,0
5288,0
4496,0
854,0
4478,0
4885,0
5074,1
5008,0
2361,0
1979,0
4097,1
4976,1
4978,0
2078,0
801,0
1180,0
1175,0
4876,0
550,0
278,0
215,0
1304,0
4934,1
2090,0
4313,0
4190,0
2294,1
5080,0
4819,0
2988,0
5762,1
3221,0
3327,0
1223,1
2437,1
211,0
2822,0
2618,1
1865,0
4772,0
4830,0
4358,0
1611,0
2776,0
1578,0
1765,0
3963,0
5506,0
2905,0
4807,0
13,0
4918,1
5605,0
3109,0
5976,1
2288,0
3336,0
2282,0
4422,0
4457,0
3323,0
1969,1
5435,1
4746,0
1903,0
5680,0
4109,1
1633,0
1666,0
5007,0
3500,0
4233,0
499,0
1683,0
4780,1
2410,0
5610,0
352,0
3509,0
4902,0
5757,0
2321,0
3195,0
50,0
2900,0
3642,0
284,0
4997,0
389,1
3281,0
5628,0
948,1
3819,1
4728,0
4652,0
3144,0
5534,0
5111,0
5394,0
3051,0
2960,0
4098,0
3373,0
4295,0
963,0
3847,0
2319,0
4713,0
2583,0
4667,0
5530,0
31,0
652,0
2379,0
2066,0
3271,0
5058,0
4194,0
5756,0
2310,1
485,0
5851,0
529,0
2360,0
2408,0
2660,0
5871,0
3212,0
2734,0
438,0
2491,0
1854,0
1692,0
1489,0
1614,0
3302,0
904,0
4871,0
5305,0
5120,0
4687,0
4232,0
1373,0
3908,0
5808,0
804,0
4752,0
1138,0
4824,0
2354,0
4330,0
3649,0
478,0
28,0
2332,0
1682,0
321,0
5988,0
5414,0
4309,0
4365,0
4489,1
5011,0
5169,1
67,1
2575,1
3084,0
1293,0
2309,0
2506,1
2147,0
5673,0
2534,0
5703,0
3973,0
285,0
5509,0
920,0
3456,1
363,0
1061,0
978,0
3971,0
5502,0
598,0
4535,0
1135,1
1372,0
2383,0
3357,0
1193,0
2635,0
3991,0
3719,0
4802,0
5981,0
5510,0
302,0
5708,0
2019,0
4366,0
2080,0
4326,0
2068,0
2522,0
731,0
111,0
5077,0
4539,0
3688,0
4600,0
3356,0
4288,0
5265,0
5599,0
417,0
5115,0
3841,0
1469,0
519,0
4473,0
1255,0
246,0
5640,0
1038,0
2856,0
2312,0
4762,0
981,0
3618,0
544,0
4603,0
2807,0
4915,0
402,0
3131,0
3634,0
4483,0
5266,0
5441,0
2804,0
5218,0
587,0
863,0
292,0
3436,0
509,0
1043,0
413,0
1280,0
3945,0
5907,0
4170,0
2365,0
5319,0
4865,0
3260,0
619,0
4149,0
2141,0
5563,0
1519,0
1597,0
632,0
4880,0
2952,0
2061,0
3744,0
4223,0
4266,0
4166,0
5765,0
2438,1
805,0
4332,0
4987,0
870,0
137,0
3580,0
2145,1
5037,0
240,0
2055,0
2155,1
3701,0
1672,0
4222,0
5131,0
3450,0
1934,0
1161,1
79,0
3828,0
961,0
5491,0
3849,0
2852,0
288,0
1568,0
569,0
4343,0
2989,0
3062,0
764,0
2347,0
4862,0
4180,0
4231,0
3331,0
2899,0
1433,0
2029,0
2132,0
4205,0
3949,0
1370,0
3564,0
1406,0
5051,0
2033,0
621,0
1009,0
4141,0
1856,0
2016,0
4234,0
320,0
4192,0
4557,0
1184,0
57,1
5274,0
4626,0
3000,0
515,0
1654,0
2058,0
5064,0
1028,0
3001,0
1955,0
2630,0
2953,0
5380,0
727,0
2503,0
3512,0
1392,0
1548,0
1232,0
3893,0
761,0
5914,0
2997,0
1552,0
421,0
316,0
4634,0
4451,0
4736,0
347,0
560,0
3119,0
5162,0
1824,0
779,0
1743,0
4363,0
2700,0
2546,0
2869,0
4757,0
2924,0
3036,0
2204,0
4857,1
3556,0
5821,0
1340,0
592,0
3489,0
289,0
3162,0
915,0
5393,0
3039,0
4811,0
2945,0
5520,0
3259,0
5941,0
3376,0
3470,0
2562,1
1439,0
4181,0
3782,0
3030,0
5779,0
2186,0
2574,0
1585,0
5548,0
1218,0
2494,0
1554,0
4316,0
5624,0
648,0
2249,0
1801,0
115,0
5939,0
4637,0
5014,0
3059,0
487,0
5905,0
1873,0
3282,0
1656,0
4571,0
2063,0
2035,0
4678,0
5595,0
857,0
4432,0
3852,0
3405,0
721,0
2026,0
4770,1
1313,0
5965,0
395,0
3263,0
4920,0
1791,0
58,0
1099,0
122,0
5859,0
1238,0
1116,0
999,0
378,0
1029,0
2983,0
4986,0
4225,0
2917,0
5812,0
3431,0
5012,0
3458,1
14,0
1067,0
2567,0
5794,0
5903,0
2184,0
1757,0
4,0
424,0
4698,0
1516,0
5820,0
1975,0
4372,0
3133,0
1603,0
5802,0
1806,0
102,0
1421,0
40,0
1935,0
3999,0
1118,0
3069,0
1248,1
1365,0
257,0
2258,0
3461,0
59,0
722,0
3322,0
1987,1
5384,1
1967,0
4056,0
747,0
2087,0
3080,0
4446,1
3058,0
4245,0
4767,0
2951,0
4525,0
2872,0
1754,1
1761,0
4530,1
2366,0
3730,0
3942,0
669,0
2413,0
2489,0
923,1
451,0
3243,0
5406,0
3571,0
5190,0
5333,0
2639,1
1901,0
702,0
5005,0
4230,0
5133,0
2650,0
1070,0
3466,0
2521,0
703,0
150,0
867,0
166,1
3995,0
415,0
3638,0
4493,0
4153,0
2359,0
3401,0
5678,0
5329,0
4461,0
4995,0
1366,0
336,0
2608,0
5578,0
3600,0
2701,0
2052,0
5608,0
5059,0
1717,0
3398,0
140,0
4084,0
457,0
4047,0
2146,0
5297,1
2488,0
3175,0
5819,0
2893,0
4611,1
131,0
165,0
1794,0
3727,0
5641,0
4424,0
1462,0
2802,0
5099,0
2829,1
4124,0
1831,0
568,0
30,1
1652,0
2698,0
2547,0
5867,0
732,0
1391,0
5858,0
692,0
1933,0
1602,0
1523,0
1965,0
372,0
752,0
3265,0
5318,0
4347,0
1832,0
1153,0
3843,0
663,0
2531,0
269,0
94,0
5026,0
2121,0
4517,0
1199,0
2515,0
1758,0
1861,0
5991,0
3851,0
1763,0
2937,0
1513,0
5306,0
989,0
1913,0
1176,0
3862,1
2788,0
953,0
4272,0
1947,0
3684,0
3217,0
3003,0
1769,0
1738,1
3699,0
220,0
3316,0
123,0
2454,0
4823,0
227,0
3766,0
4283,0
4050,0
1868,0
1154,1
2005,0
4721,0
4718,0
5795,1
4020,0
2171,1
3554,0
3697,0
1006,0
4253,0
4737,0
2676,0
5748,0
5898,0
2990,1
3468,0
152,0
1254,0
1058,0
1910,0
1054,0
1529,0
1247,0
992,0
1002,0
1647,0
3767,0
2511,0
3602,0
889,0
5071,0
4835,0
2944,0
2095,0
469,1
4887,0
5880,0
5299,0
4299,0
3203,0
542,0
255,0
3984,0
4048,0
1471,0
1282,0
2284,0
4943,0
3409,0
1288,1
5494,0
1395,0
2517,0
5529,1
3695,0
3320,0
4152,0
2867,0
1420,0
2762,1
3187,0
2874,0
1572,0
4925,0
212,0
5142,0
2441,1
3746,0
643,0
1035,1
2999,0
1593,0
2570,0
2124,0
5922,0
1332,0
3607,0
933,0
3713,0
5695,0
2467,0
4340,0
3033,0
4776,0
3289,1
4641,0
2932,0
888,0
1635,0
3083,0
1915,0
3820,0
5178,0
1364,0
3041,0
1171,0
1260,0
1246,0
3685,0
3613,0
465,0
3570,0
2391,0
1912,0
1276,0
3154,0
4784,0
5360,0
1931,0
4668,0
4599,0
1181,0
809,1
4158,0
735,1
4727,0
439,0
5652,0
962,0
2151,0
3159,0
5952,0
2024,0
5983,0
3834,0
3299,0
1800,0
1273,1
2681,0
5547,0
5786,0
463,0
3410,1
3938,0
1512,0
2946,0
1119,0
3124,0
4250,0
4071,0
1625,0
4547,0
3974,0
1971,0
1940,0
5362,0
2794,0
4387,0
2474,0
3257,0
1951,0
2967,0
5308,0
1980,0
1378,0
1643,0
2573,0
5702,0
2400,0
5123,0
3104,0
371,0
5497,0
5959,0
5570,0
2337,0
5031,0
3625,0
3415,0
5248,0
5439,0
1498,0
2197,0
4119,1
5401,0
775,0
1958,0
4583,0
3419,1
4336,0
763,0
5949,0
4420,0
4895,0
4555,0
3961,0
656,0
2062,0
1457,0
1346,0
3273,0
4495,0
1620,1
738,0
1849,0
4622,0
1497,0
245,0
5899,1
3413,1
1126,0
5209,0
5223,0
4567,0
475,0
2106,0
4367,0
1814,1
149,0
2242,0
2747,0
2713,0
2939,0
4508,0
5577,0
1426,0
4700,1
5593,0
2833,0
5287,0
1539,1
1982,1
4962,0
107,0
4908,1
1044,0
2746,0
2446,1
627,0
3588,0
5253,0
3491,0
5207,0
3677,1
4204,0
1385,0
3042,0
633,1
4264,0
5985,0
2176,0
4354,0
4081,0
3340,0
3563,0
1080,0
827,0
584,0
1844,0
5910,0
1973,0
2105,0
3040,0
3375,0
2340,0
858,0
3729,0
4267,0
2257,0
5736,0
1698,0
1808,0
851,0
5320,1
5206,0
8,0
724,0
4791,0
3901,0
3128,0
4627,0
3018,0
620,0
4404,0
2265,0
1182,0
2126,0
2719,0
4523,0
5487,0
2435,0
4352,1
3957,0
973,0
4208,0
2168,0
510,0
5002,0
2036,0
3321,0
408,0
639,0
5124,1
3229,1
2307,0
5087,0
5826,0
1573,0
4355,0
365,0
3435,0
3946,0
182,0
4373,1
29,0
4533,1
3593,0
3988,0
4030,0
4430,0
4666,0
886,0
5567,0
4938,1
4502,0
2781,0
2690,0
4113,0
2935,0
4562,1
3191,0
5804,0
2461,0
4186,0
4707,0
4809,0
1281,1
406,0
2296,0
5385,0
1481,0
2892,1
5279,0
38,0
4631,0
2663,0
554,0
1415,0
5322,0
820,0
252,0
3355,0
578,0
4024,0
4075,0
3869,1
890,0
1555,0
1093,0
5746,0
2602,0
169,1
5737,0
5713,0
1251,0
833,1
4065,0
5830,0
2731,0
4559,0
2888,0
2497,0
2625,0
2827,0
1871,0
4311,0
556,1
3671,0
601,0
818,0
3661,0
655,0
1425,0
4831,0
4989,0
5791,0
4006,0
4714,0
4656,0
3628,0
3349,0
5474,0
927,0
1942,0
5697,0
232,0
1012,0
1741,0
5425,0
360,0
835,0
3,0
796,0
2389,0
793,1
2778,0
2208,0
4913,0
3726,0
2086,0
5515,0
4661,0
3756,0
1296,0
3853,0
5293,0
5215,0
3454,1
3538,0
1515,0
1003,1
5967,0
1918,0
3199,0
2490,0
55,0
5440,1
1052,0
5809,0
4329,0
1440,1
907,0
3504,0
1774,0
1617,0
5580,0
3284,0
4592,1
1944,0
4417,1
980,1
5523,0
385,0
624,0
1207,0
1299,0
780,1
3252,0
4246,0
3826,1
1033,0
4546,0
2404,0
2134,0
2876,0
1858,0
4878,0
46,0
5798,0
5865,0
3732,0
4454,0
881,0
3205,0
3900,0
5396,0
4216,0
4526,0
2913,1
355,1
3830,0
2598,0
426,0
2420,0
4870,0
4079,0
2834,0
819,1
5444,0
2432,0
5275,0
2352,0
1478,0
1612,0
2014,0
236,0
2214,0
2231,0
1228,0
3023,0
4528,0
5542,1
3920,0
5316,0
5407,0
3598,0
2680,1
4171,0
993,1
1919,0
172,0
911,0
770,0
2076,0
839,0
645,0
2174,0
1040,0
570,0
5876,0
428,0
2566,0
3002,0
2436,0
1492,0
1600,1
4472,0
3552,1
303,0
2495,0
654,0
2419,0
4187,0
4353,0
4383,0
4497,0
2609,0
5257,0
5127,0
3072,0
4260,0
3225,0
3555,1
3464,0
2839,0
4037,0
290,0
4370,0
5521,0
5097,1
3274,0
1627,1
3590,0
5358,0
969,0
2302,0
5527,0
5389,0
2505,1
2759,0
3046,0
3742,0
456,0
1075,0
3253,0
4486,0
3596,1
894,0
4513,1
81,1
1742,0
4265,0
130,0
1173,0
3643,0
5349,1
2125,0
687,0
261,0
847,0
2723,0
409,0
4638,0
4393,0
4038,1
4693,0
5455,1
4183,0
5887,0
4341,1
4252,0
4516,0
5309,0
977,0
4059,0
1333,0
1424,0
275,1
3540,0
4247,0
4614,0
3276,0
2056,0
4635,0
1472,0
4647,0
3585,0
2615,0
2384,0
1037,0
4296,0
2406,0
3411,0
5868,0
2217,0
3755,0
4799,0
837,1
1474,0
2837,0
1867,0
1196,0
3721,0
231,0
5023,1
3231,0
4886,1
3691,0
3717,1
965,0
374,0
4305,0
2627,0
914,0
3919,0
1826,0
3865,0
3662,0
3166,1
2453,0
1222,0
2961,0
785,0
2982,0
281,0
4374,0
4377,0
192,1
2116,0
2259,0
3152,0
2749,1
3641,0
4646,0
5198,1
5720,0
3086,0
5442,0
1129,0
4734,0
3844,0
23,0
3047,0
286,0
2500,0
3462,0
726,0
1504,0
3301,0
559,1
1841,0
3542,1
4923,1
5832,0
54,0
199,1
5416,0
2530,0
1041,0
5149,1
2252,1
3333,0
3230,1
2739,0
4011,0
2179,0
879,0
3369,0
5948,0
4061,0
3304,0
5183,0
3793,0
3122,1
746,0
4078,0
4033,0
2481,0
1517,0
1886,0
5872,0
1272,0
5499,0
3222,0
4447,0
1110,0
1923,0
307,0
1936,0
1336,1
1123,1
2422,1
5483,1
6,0
3514,1
2023,0
5034,0
2965,1
2623,0
3277,0
974,1
1240,0
2283,0
1592,1
755,0
1668,0
5728,1
2533,0
4485,0
3522,0
852,0
3417,0
2425,0
4730,1
1890,0
5752,0
3325,1
5531,0
4026,1
4926,1
2835,0
1828,1
614,1
3408,0
3873,0
4983,0
181,0
4445,0
1486,1
769,0
2758,0
349,1
4174,0
4022,0
2791,0
3769,1
3587,1
2362,1
2691,0
5315,1
467,0
3536,0
1621,1
733,0
860,1
5558,1
1143,0
3502,1
5343,0
3513,0
4054,0
2038,0
1540,0
5280,0
5974,0
4613,0
2910,0
4578,0
4927,0
1864,0
491,0
2022,0
3125,0
2350,0
1970,0
3936,0
4460,0
3254,0
4856,0
5170,0
2860,1
3876,0
5997,1
4803,0
1316,0
3344,0
1874,0
1215,0
455,0
3978,0
480,0
3650,0
704,1
5057,1
3967,0
5813,1
2740,0
3546,0
2764,1
5214,0
2978,1
3138,0
2933,1
5505,0
5960,0
3620,1
3934,0
5659,0
4624,1
2766,0
2376,1
5651,1
1261,0
1819,0
5282,1
157,0
2540,0
3366,1
2427,0
2219,1
4529,0
616,0
4999,1
5672,0
4285,0
4615,1
1286,1
5181,0
696,0
2614,0
376,0
1546,1
3293,1
4820,0
2264,1
3372,0
4337,0
2795,1
4201,0
1775,1
5645,1
5691,0
5261,1
2447,1
679,0
4101,0
2318,1
1748,0
530,0
267,0
646,1
3783,1
4286,1
4699,0
2902,0
4490,0
1095,0
640,0
1239,1
4821,0
3200,1
1616,0
4482,0
2060,0
5552,0
3623,0
2216,0
5968,1
690,0
440,1
5893,1
170,0
2030,0
538,1
2586,0
4464,1
4884,1
5632,0
5854,0
5044,0
2535,0
2042,0
1488,0
1121,0
558,0
1892,1
4810,0
3659,0
4673,1
312,0
2331,0
5790,0
2344,0
3545,0
5479,0
5242,0
2305,0
4815,0
5890,0
4883,0
537,0
112,0
5179,0
5612,0
3530,1
2047,1
5970,0
448,0
2840,0
5489,0
4967,1
3592,0
5824,1
557,0
452,0
5614,0
5777,1
3823,0
5307,0
4229,0
441,0
2993,0
4182,0
3054,1
5126,0
2209,0
327,0
987,1
1197,1
691,0
5130,0
33,0
5810,0
3966,0
1470,0
1746,0
3750,0
1581,1
623,1
3433,0
1561,0
4419,0
2580,1
416,0
4790,0
230,0
3184,0
3136,0
